Name,Count
ELIVIA,112
ELIYA,86
ELIYAH,71
ELIYANA,14
ELIYANAH,15
ELIYANNAH,4
ELIZ,238
ELIZA,11,964
ELIZA-ANN,3
ELIZABELLA,25
ELIZABET,13
ELIZABETA,25
ELIZABETE,74
ELIZABETH,33,321
ELIZABETH-ANN,3
ELIZABETH-GRACE,7
ELIZABETH-MAY,6
ELIZABETH-ROSE,73
ELIZA-GRACE,30
ELIZAH,135
ELIZA-JANE,17
ELIZA-JEAN,3
ELIZA-LILLY,3
ELIZA-LILY,8
ELIZA-LOUISE,3
ELIZA-MAE,71
ELIZA-MAI,19
ELIZA-MARIE,3
ELIZA-MAY,29
ELIZAN,3
ELIZA-RAE,28
ELIZA-ROSE,108
ELIZAVETA,121
ELIZE,160
ELKA,28
ELKE,63
ELKIE,115
ELKY,3
ELLA,57,041
ELLA-,49
ELLA-ANN,3
ELLA-ANNE,3
ELLA-BROOKE,13
ELLA-FAITH,6
ELLA-GRACE,318
ELLAH,92
ELLAINA,3
ELLA-JADE,57
ELLA-JAI,7
ELLA-JANE,73
ELLA-JAY,11
ELLA-JAYNE,29
ELLA-JEAN,6
ELLA-JO,9
ELLA-JOY,3
ELLA-KATE,3
ELLA-LEIGH,12
ELLALOUISE,16
ELLA-LOUISE,1,027
ELLAMAE,77
ELLA-MAE,937
ELLA-MAI,376
ELLA-MARIA,7
ELLA-MARIE,227
ELLAMAY,40
ELLA-MAY,620
ELLAN,16
ELLANA,125
ELLAND,14
ELLA-NICOLE,3
ELLANOR,89
ELLANORE,3
ELLAOUISE,6
ELLARA,6
ELLA-RAE,171
ELLA-RAI,3
ELLARIA,9
ELLAROSE,50
ELLA-ROSE,1,608
ELLA-RUBY,3
ELLA-SOPHIA,7
ELLE,5,055
ELLE-,6
ELLEA,6
ELLEAH,12
ELLEANA,12
ELLE-ANN,3
ELLEANNA,3
ELLEANOR,178
ELLECE,3
ELLECIA,32
ELLEE,121
ELLEECE,4
ELLEIGH,38
ELLEISE,7
ELLEISHA,3
ELLE-JANE,3
ELLE-JAY,3
ELLE-JO,18
ELLE-LEIGH,3
ELLE-LOUISE,60
ELLEMAE,7
ELLE-MAE,177
ELLE-MAI,81
ELLE-MARIE,9
ELLEMAY,39
ELLE-MAY,183
ELLEN,8,347
ELLENA,1,369
ELLENER,3
ELLENI,17
ELLENIE,9
ELLENOR,275
ELLEN-ROSE,3
ELLERIE,3
ELLE-ROSE,22
ELLERY,13
ELLESE,105
ELLESHA,129
ELLESHIA,4
ELLESIA,17
ELLESSE,329
ELLESSIA,3
ELLEXIS,3
ELLEY,58
ELLI,449
ELLIA,234
ELLIAH,19
ELLIANA,215
ELLIANNA,50
ELLIANNE,11
ELLICE,206
ELLICIA,120
ELLIE,58,507
ELLIE-,150
ELLIEANA,3
ELLIEANN,8
ELLIE-ANN,101
ELLIE-ANNA,10
ELLIEANNE,3
ELLIE-ANNE,62
ELLIE-BROOKE,3
ELLIE-GRACE,162
ELLIE-J,4
ELLIE-JADE,34
ELLIE-JAE,16
ELLIE-JAI,9
ELLIE-JANE,119
ELLIE-JAY,81
ELLIE-JAYNE,68
ELLIE-JEAN,27
ELLIE-JO,161
ELLIE-KAY,6
ELLIE-LEIGH,33
ELLIE-LOU,3
ELLIE-LOUISE,476
ELLIEMAE,102
ELLIE-MAE,2,781
ELLIEMAI,26
ELLIE-MAI,1,191
ELLIE-MAII,3
ELLIE-MARIE,232
ELLIEMAY,217
ELLIE-MAY,2,723
ELLIE-MAYE,3
ELLIE-NICOLE,3
ELLIE-PAIGE,11
ELLIE-RAE,73
ELLIEROSE,5
ELLIE-ROSE,623
ELLIESE,13
ELLIESHA,9
ELLIE-SUE,6
ELLIETTE,12
ELLI-MAE,23
ELLI-MAI,17
ELLIN,18
ELLINA,25
ELLINOR,69
ELLIOT,127
ELLIOTT,69
ELLIOTTE,26
ELLIS,1,295
ELLISA,103
ELLISE,610
ELLISHA,328
ELLISHIA,7
ELLISIA,126
ELLISON,52
ELLISS,8
ELLISSA,125
ELLISSE,15
ELLISSIA,79
ELLIVIA,10
ELLIW,165
ELLIYA,10
ELLIYAH,7
ELLIZA,11
ELLODIE,4
ELLOISE,210
ELLORA,152
ELLOUISA,3
ELLOUISE,489
ELLOWYN,3
ELLSA,3
ELLSEY,3
ELLSIE,44
ELLY,558
ELLYANA,3
ELLYCE,3
ELLYCIA,3
ELLY-MAE,3
ELLY-MAY,16
ELLYN,81
ELLYS,41
ELLYSE,125
ELLYSHA,17
ELLYSIA,61
ELLYSSA,3
ELLYSSE,9
ELMA,96
ELMAS,6
ELMEDINA,4
ELMIRA,15
ELNA,7
ELNAZ,25
ELOAH,6
ELODIE,2,915
ELODIE-MAE,3
ELODIE-ROSE,4
ELODY,18
ELOGHOSA,19
ELOHOR,3
ELOISA,363
ELOISE,11,102
ELOISE-MAE,3
ELONA,65
ELORA,405
ELORA-ROSE,3
ELORM,4
ELOUISA,85
ELOUISE,1,008
ELOWEN,231
ELOWYN,58
ELPHIE,4
ELPIDA,3
ELSA,3,101
ELSABETH,3
ELSA-GRACE,3
ELSA-MAE,10
ELSA-MAI,3
ELSA-MAY,8
ELSA-ROSE,27
ELSBETH,163
ELSE,3
ELSEA,3
ELSEE,9
ELSEY,23
ELSHADDAI,3
ELSI,162
ELSIE,11,267
ELSIE-,5
ELSIE-ANN,9
ELSIE-ANNE,9
ELSIE-BEAU,3
ELSIE-BELLE,5
ELSIE-GRACE,21
ELSIE-JAE,3
ELSIE-JANE,10
ELSIE-JEAN,6
ELSIE-JO,4
ELSIE-LEIGH,20
ELSIE-LOU,27
ELSIE-LOUISE,16
ELSIEMAE,3
ELSIE-MAE,417
ELSIE-MAI,104
ELSIE-MARIE,13
ELSIE-MAY,336
ELSIE-RAE,67
ELSIE-RAI,3
ELSIE-ROSE,209
ELSIE-VIOLET,3
ELSPETH,975
ELSY,30
ELULA,4
ELUNED,60
ELVA,90
ELVAN,3
ELVI,24
ELVIA,10
ELVIE,209
ELVIN,10
ELVINA,71
ELVIRA,75
ELVY,12
ELWEN,4
ELWYN,3
ELYA,38
ELYANA,55
ELYANNA,4
ELYCE,3
ELYCIA,30
ELYN,6
ELYNOR,3
ELYON,3
ELYS,10
ELYSA,26
ELYSE,650
ELYSHA,194
ELYSHIA,26
ELYSIA,1,227
ELYSIE,3
ELYSSA,322
ELYSSE,34
ELYSSIA,170
ELYZA,87
ELZA,75
ELZBIETA,26
ELZE,47
EMA,603
EMAAN,931
EMAANI,3
EMALEE,11
EMALEIGH,8
EMALIE,3
EMAN,403
EMANI,13
EMANUELA,152
EMANUELLA,24
EMANUELLE,6
EMANUELLY,3
EMAYA,13
EMBER,321
EMBERLY,7
EMBER-ROSE,3
EME,13
EMEE,16
EMEFA,10
EMEILIA,12
EMEL,95
EMELDA,3
EMELI,148
EMELIA,3,145
EMELIA-GRACE,9
EMELIAH,6
EMELIA-LILY,4
EMELIA-MAE,3
EMELIA-ROSE,80
EMELIE,246
EMELINE,110
EMELLE,4
EMELLIA,6
EMELY,35
EMELYE,36
EMELYN,8
EMER,182
EMERALD,208
EMERIE,3
EMERITA,5
EMERSON,98
EMERY,13
EMESE,14
EMI,290
EMIE,226
EMIELIA,5
EMIE-ROSE,4
EMIKA,12
EMIKO,45
EMILA,8
EMILE,102
EMILEA,9
EMILEE,488
EMILEE-ROSE,6
EMILEIGH,35
EMI-LEIGH,8
EMILEY,32
EMILI,100
EMILIA,13,484
EMILIA-GRACE,25
EMILIA-MAE,8
EMILIANA,67
EMILIA-RAE,6
EMILIA-ROSE,95
EMILIE,3,133
EMILIE-GRACE,3
EMILIE-JANE,3
EMILIE-MAE,7
EMILIE-MAY,5
EMILIE-ROSE,46
EMILIJA,669
EMILIYA,20
EMILJA,3
EMILLIA,99
EMILLIE,322
EMILLY,199
EMILY,108,922
EMILY-,9
EMILYA,3
EMILY-ANN,35
EMILY-ANNE,13
EMILY-ELIZABETH,8
EMILY-GRACE,163
EMILY-JADE,22
EMILYJANE,3
EMILY-JANE,297
EMILY-JAYNE,130
EMILY-JO,38
EMILY-KATE,14
EMILY-LOUISE,90
EMILY-MAE,165
EMILY-MAI,34
EMILY-MARIE,7
EMILY-MAY,222
EMILY-PAIGE,6
EMILY-RAE,18
EMILYROSE,13
EMILY-ROSE,701
EMIMA,4
EMINA,51
EMINE,208
EMIOLA,3
EMIRA,30
EMIS,3
EMMA,45,148
EMMA-,7
EMMA-GRACE,6
EMMA-JADE,4
EMMA-JANE,143
EMMA-JAYNE,60
EMMA-JO,15
EMMA-LEA,9
EMMALEE,7
EMMA-LEE,34
EMMALEIGH,12
EMMA-LEIGH,143
EMMALENE,7
EMMALINE,25
EMMALISE,3
EMMALOUISE,6
EMMA-LOUISE,366
EMMALYN,7
EMMA-MARIE,7
EMMA-MAY,6
EMMAN,29
EMMANUELA,208
EMMANUELLA,672
EMMANUELLE,187
EMMA-ROSE,69
EMME,444
EMMELIA,24
EMMELINE,977
EMMERSON,6
EMMEY,4
EMMI,335
EMMIE,2,614
EMMIE-GRACE,3
EMMIE-LEIGH,22
EMMIE-LOU,32
EMMIE-LOUISE,3
EMMIE-MAE,20
EMMIE-MAY,11
EMMIE-RAE,15
EMMIE-ROSE,67
EMMI-LEIGH,3
EMMI-LOU,3
EMMI-LOUISE,3
EMMILY,13
EMMY,1,179
EMMYLOU,43
EMMY-LOU,10
EMMY-LOUISE,3
EMMY-RAE,5
EMMY-ROSE,3
EMNA,5
EMNET,7
EMOGENE,3
EMPRESS,16
EMY,55
EMY-LEIGH,3
EMYLIA,6
EN,6
ENA,169
ENAAYA,6
ENAIYA,3
ENARA,6
ENAS,35
ENAYA,65
ENAYAH,37
ENDIJA,3
ENEA,6
ENEIDA,3
ENESA,12
ENFYS,98
ENID,199
ENIJA,22
ENIKO,4
ENIOLA,205
ENIOLUWA,3
ENISA,13
ENISE,3
ENITAN,3
ENLLI,75
ENNA,56
ENNIS,10
ENO,4
ENOLA,132
ENORA,6
ENRIKA,33
ENSLEY,5
ENXI,4
ENYA,1,092
ENYA-GRACE,3
ENYA-ROSE,3
ENZA,6
EOS,7
EOWYN,108
EPHELIA,3
EPHIE,4
EPHRATA,4
EPIPHANY,6
EPONINE,10
EPPIE,10
ERA,100
ERALDA,3
ERAM,15
ERAN,13
ERDA,3
EREN,22
ERESHVA,3
ERI,15
ERIANA,4
ERICA,2,389
ERICA-ROSE,3
ERICKA,33
ERIDA,3
ERIKA,1,398
ERIN,28,891
ERIN-,3
ERINA,207
ERINE,9
ERIN-GRACE,8
ERIN-LEIGH,3
ERIN-LILY,3
ERIN-LOUISE,11
ERIN-MAE,28
ERIN-MAI,3
ERIN-MARIE,4
ERIN-MAY,6
ERINN,143
ERINNA,3
ERINNE,4
ERIN-ROSE,66
ERIOLUWA,14
ERIS,114
ERISA,72
ERISELDA,3
ERJONA,4
ERLA,9
ERLISA,3
ERMELA,3
ERMINA,10
ERMIRA,3
ERNA,3
ERNESTINA,3
ERNESTINE,3
ERONA,15
ERRAN,6
ERRIN,87
ERRIS,3
ERRON,4
ERRYN,15
ERSA,12
ERUM,35
ERVA,34
ERYKA,32
ERYKAH,68
ERYL,3
ERYN,1,208
ERYNN,99
ERYS,3
ERZA,44
ESAMAE,6
ESAMAI,3
ESE,11
ESELD,3
ESEN,10
ESENGUL,3
ESEOGHENE,27
ESEOSA,42
ESHA,1,344
ESHAA,15
ESHAAL,699
ESHAANI,3
ESHAH,9
ESHAL,803
ESHANA,21
ESHANI,34
ESHAR,3
ESHE,19
ESHER,9
ESHIKA,15
ESHITA,6
ESI,12
ESILA,33
ESIN,36
ESINAM,7
ESKA,5
ESLEM,26
ESMA,272
ESMAE,2,679
ESMAE-AURORA,3
ESMAE-GRACE,13
ESMAE-LILY,3
ESMAE-LOUISE,7
ESMAE-ROSE,84
ESMAI,489
ESMAIE,3
ESMAII,6
ESMAI-ROSE,22
ESMANUR,18
ESMAY,465
ESME,13,219
ESMEA,6
ESMEA-ROSE,3
ESMEE,1,981
ESMEE-LOUISE,4
ESMEE-ROSE,31
ESME-GRACE,10
ESME-JADE,3
ESME-LEIGH,3
ESME-LOUISE,5
ESME-MARIE,4
ESME-RAE,11
ESMERALDA,180
ESMERELDA,58
ESME-ROSE,145
ESMI,18
ESMIA,3
ESMIE,177
ESMIRA,3
ESOHE,13
ESOSA,43
ESPEN,3
ESPERANCE,6
ESPERANZA,10
ESRA,286
ESRAA,20
ESRAE,3
ESSENCE,17
ESSI,7
ESSIA,3
ESSIE,114
ESSY,3
ESTA,130
ESTEE,51
ESTELA,61
ESTELLA,313
ESTELLE,1,054
ESTER,236
ESTERA,165
ESTERE,21
ESTHER,6,580
ESTHER-ROSE,4
ESTI,32
ESTRA,3
ESTRELA,3
ESTRELLA,17
ESTY,17
ESYLLT,30
ESZTER,32
ETAIN,3
ETANA,71
ETERNITY,6
ETHEL,133
ETHEL-ROSE,3
ETHIE,4
ETHNE,9
ETHNI,3
ETHOLLE,12
ETIENNE,82
ETINOSA,4
ETOILE,3
ETTA,659
ETTA-MAE,6
ETTI,3
ETTIE,155
ETTIENNE,12
ETTY,58
EUDORA,3
EUGENIA,75
EUGENIE,154
EULA,3
EULALIA,3
EULALIE,4
EUN,11
EUNICE,315
EUPHEMIA,55
EVA,21,984
EVA-BELLE,7
EVA-GRACE,100
EVAH,30
EVA-JANE,10
EVA-JEAN,6
EVALEIGH,8
EVA-LEIGH,14
EVALIE,4
EVA-LILY,46
EVALIN,3
EVALINA,53
EVALINE,27
EVA-LOUISE,42
EVALYN,541
EVALYNE,3
EVALYNN,57
EVA-LYNN,3
EVALYNNE,7
EVA-MAE,154
EVA-MAI,61
EVA-MARIA,33
EVA-MARIE,99
EVA-MAY,113
EVAN,72
EVANA,93
EVANAH,3
EVANGALINE,3
EVANGELENE,3
EVANGELIA,42
EVANGELINA,175
EVANGELINE,2,419
EVANI,19
EVANIA,13
EVANNA,79
EVANNAH,3
EVANNE,3
EVANTHE,3
EVANTHIA,6
EVA-RAE,26
EVA-ROSE,293
EVA-SOFIA,3
EVA-SOPHIA,4
EVAYA,3
EVE,13,275
EVEA,3
EVEE,76
EVEIE,46
EVELEEN,23
EVELEIGH,4
EVELIA,3
EVELIEN,3
EVELIN,84
EVELINA,565
EVELINE,195
EVELINNE,3
EVELLYN,3
EVELYN,15,065
EVELYNA,8
EVELYNE,124
EVELYN-GRACE,30
EVELYN-JANE,3
EVELYN-MAE,8
EVELYN-MAY,13
EVELYNN,193
EVELYNNE,64
EVELYNN-ROSE,3
EVELYN-RAE,3
EVELYN-ROSE,131
EVER,4
EVERLEA,5
EVERLEIGH,78
EVERLEY,98
EVERLIE,22
EVERLY,419
EVERLYN,100
EVERLYNN,15
EVERLY-ROSE,3
EVETTE,3
EVEY,95
EVI,59
EVIA,19
EVIANA,9
EVIE,41,268
EVIE-,21
EVIE-ANN,14
EVIE-ANNE,4
EVIE-BELLE,5
EVIE-BLOSSOM,3
EVIEE,101
EVIE-ELIZABETH,3
EVIEE-ROSE,3
EVIE-FAITH,3
EVIE-GRACE,364
EVIE-HOPE,3
EVIE-JADE,6
EVIE-JAE,3
EVIE-JAI,7
EVIE-JANE,32
EVIE-JAYNE,9
EVIE-JEAN,27
EVIE-JO,21
EVIE-LEA,12
EVIE-LEE,26
EVIE-LEIGH,193
EVIE-LILLY,3
EVIE-LOU,17
EVIE-LOUISE,96
EVIE-LYNN,4
EVIE-MAE,830
EVIE-MAI,359
EVIE-MARIA,3
EVIE-MARIE,93
EVIE-MAY,402
EVIE-RAE,145
EVIE-ROSE,752
EVIE-SUE,7
EVIE-WILLOW,3
EVIIE,3
EVIJA,7
EVIN,76
EVINA,5
EVISSA,3
EVITA,116
EVLEEN,3
EVLIN,3
EVLYN,78
EVLYNN,15
EVNEET,4
EVNI,3
EVOLET,4
EVONY,13
EVVIE,6
EVY,79
EWA,199
EWAOLUWA,9
EWELINA,59
EWOMAZINO,3
EWURA,6
EXAUCE,6
EXAUCEE,6
EXCEL,10
EYDIE,9
EYJA,3
EYLA,19
EYLAH,3
EYLEM,11
EYLUL,148
EYRA,12
EYRAH,3
EYSAN,21
EYSHA,3
EYVA,8
EZARA,16
EZEL,28
EZGI,77
EZINNE,17
EZMAE,223
EZMAE-ROSE,3
EZMAI,131
EZMAY,94
EZME,186
EZMEE,60
EZMIE,11
EZMIRA,6
EZO,6
EZRA,124
EZRAE,6
EZRAH,13
EZRI,101
EZZAH,69
FAAIZA,50
FAAIZAH,104
FAA'IZAH,3
FAARIA,35
FAARIHA,3
FAATIMA,101
FAATIMAH,431
FAATIMA-ZAHRA,3
FABBIHA,47
FABEHA,8
FABIA,49
FABIANA,75
FABIENNE,122
FABIHA,194
FABIOLA,37
FABLE,3
FABLIHA,3
FADEELAH,3
FADIA,9
FADILA,8
FADIMA,3
FADIME,14
FADUMA,100
FADUMO,73
FADWA,13
FADZAI,13
FAE,226
FAEEZA,6
FAEZA,10
FAEZAH,3
FAFA,6
FAHEEMA,84
FAHEEMAH,70
FAHEMA,10
FAHIMA,546
FAHIMAH,19
FAHIZA,11
FAHMEDA,4
FAHMIDA,431
FAHMIDAH,8
FAHMINA,6
FAHRIN,3
FAHTIMA,9
FAI,9
FAIGA,3
FAIGE,4
FAIGY,68
FAIHA,14
FAIMA,5
FAIQA,20
FAISA,71
FAITH,12,394
FAITHE,6
FAITHIA,3
FAITH-LOUISE,23
FAITH-MARIE,24
FAITH-ROSE,3
FAIZA,1,097
FAIZAH,523
FAJAR,91
FAJER,23
FAJR,135
FALAK,466
FALAN,3
FALAQ,160
FALEN,3
FALIHA,11
FALISHA,54
FALLON,559
FALLYN,10
FALON,25
FAMKE,8
FANTA,38
FANTASIA,16
FARA,17
FARADAY,11
FARAH,1,439
FARAI,4
FARDOSA,3
FARDOWSA,55
FAREEDA,21
FAREEDAH,67
FAREEDAT,7
FAREEHA,184
FAREEN,7
FAREENA,3
FAREHA,5
FARHA,99
FARHANA,425
FARHANAH,13
FARHAT,57
FARHEEN,159
FARHIA,14
FARHIN,8
FARHIYA,53
FARIA,195
FARIAH,62
FARIDA,213
FARIDAH,90
FARIDAT,22
FARIDEH,5
FARIHA,425
FARIHAH,77
FARINA,3
FARISHA,9
FARIYA,30
FARIYAH,3
FARJANA,108
FARNAZ,7
FARON,3
FARRADEH,3
FARRAH,1,103
FARRAN,21
FARRELL,4
FARREN,70
FARRIN,3
FARRON,3
FARRYL,3
FARRYN,8
FARTUN,8
FARWA,55
FARWAH,34
FARYAAL,21
FARYAL,212
FARYL,23
FARYN,6
FARZANA,397
FARZEEN,13
FASEEHA,16
FASIHA,10
FATAMA,7
FATEEMA,5
FATEHA,159
FATEMA,419
FATEMAH,79
FATEMEH,22
FATHEHA,38
FATHEMA,91
FATHIA,58
FATHIMA,600
FATHIMAH,13
FATHIYA,13
FATHMA,7
FATIHA,145
FATIHAH,23
FATIM,12
FATIMA,7,645
FATIMAH,2,134
FATIMAHZAHRA,3
FATIMAH-ZAHRA,39
FATIMAH-ZAHRAH,3
FATIMAT,6
FATIMATOU,4
FATIMA-TUZ-ZAHRA,4
FATIMA-ZAHRA,36
FATIN,6
FATMA,692
FATMAH,6
FATMANUR,4
FATMATA,55
FATOS,9
FATOU,207
FATOUMATA,183
FATOUMATTA,58
FATUMA,68
FATUMATA,17
FAUNA,3
FAUSTA,57
FAUSTE,3
FAUSTINA,16
FAUSTINE,8
FAUSTYNA,10
FAUVE,4
FAUZIA,17
FAUZIAH,3
FAVOR,4
FAVOUR,402
FAWN,41
FAWZIA,42
FAWZIYA,3
FAWZIYAH,63
FAY,1,024
FAYA,9
FAYAH,3
FAYE,7,936
FAYE-LOUISE,12
FAYE-MARIE,3
FAYHA,60
FAYOLA,3
FAYROUZ,7
FAYTH,132
FAYTHE,8
FAYZA,15
FAZEELA,16
FAZILA,38
FEARN,62
FEARNE,1,061
FEBA,3
FEBE,19
FEDERICA,48
FEDORA,13
FEI,4
FEIGE,6
FEIGY,104
FELESHA,3
FELICE,10
FELICIA,404
FELICITAS,6
FELICITE,3
FELICITY,5,563
FELICITY-MAY,3
FELICITY-ROSE,24
FELICJA,9
FELISHA,13
FELIX,10
FEMI,10
FEMKE,22
FEN,6
FENELLA,363
FENN,21
FENNA,21
FENNELLA,3
FERAH,3
FERDOUS,6
FERDOUSI,7
FERIDE,3
FERIEL,6
FERN,2,059
FERNANDA,42
FERNE,318
FEVEN,3
FEYISAYO,7
FEYZA,28
FEZA,3
FFION,5,330
FFLUR,128
FFYON,7
FFYONA,6
FIA,152
FIADH,34
FIAMMA,3
FIANNA,30
FIAZA,9
FIDA,3
FIDAN,13
FIFI,93
FIGGY,3
FILIPA,51
FILIPPA,28
FILIZ,12
FILOMENA,4
FILSAN,39
FILZA,47
FINA,3
FINELLA,3
FINJA,5
FINLAE,3
FINLAY,227
FINLEA,4
FINLEIGH,14
FINLEY,183
FINN,46
FINNLAY,10
FINNLEY,3
FINOLA,79
FINTY,60
FION,3
FIONA,2,692
FIONN,35
FIONNA,10
FIONNOULA,4
FIONNUALA,202
FIONNULA,3
FIORELLA,61
FIRDAUS,106
FIRDAWS,64
FIRDOUS,42
FIRDOWS,4
FIROZA,3
FIYINFOLUWA,43
FIYINFUNOLUWA,3
FIZA,749
FIZAA,4
FIZAH,76
FIZZA,150
FIZZAH,147
FJOLLA,20
FLAVIA,183
FLEUR,2,125
FLO,129
FLOELLA,16
FLORA,2,251
FLORANCE,13
FLOREN,6
FLORENA,3
FLORENCE,18,872
FLORENCE-MAY,7
FLORENCE-ROSE,11
FLORENCIA,23
FLORENTIA,7
FLORENTINA,48
FLORENTINE,16
FLORES,9
FLORI,32
FLORIA,4
FLORIANA,20
FLORIANE,3
FLORIE,51
FLORINA,8
FLORRIE,402
FLORYN,6
FLOSSIE,35
FLOSSY,6
FLOURISH,14
FLYNN,14
FOLABOMI,4
FOLAKE,4
FOLAKEMI,6
FOLASADE,83
FOLASHADE,38
FOREST,6
FORIDA,16
FORTUNA,3
FORTUNE,3
FOUZIA,32
FOWZIA,24
FOX,6
FOZIA,134
FRADEL,3
FRAIDA,3
FRAIYA,9
FRANCA,9
FRANCES,2,674
FRANCESCA,15,454
FRANCESCA-ROSE,10
FRANCESKA,58
FRANCESSCA,130
FRANCHESCA,230
FRANCHESKA,62
FRANCINE,191
FRANCIS,44
FRANCISCA,141
FRANCISZKA,7
FRANCOISE,12
FRANKA,10
FRANKEE,90
FRANKI,116
FRANKIE,4,002
FRANKIE-ANN,3
FRANKIEE,3
FRANKIE-GRACE,3
FRANKIE-JANE,3
FRANKIE-JAY,4
FRANKIE-JO,9
FRANKIE-LEA,8
FRANKIE-LEE,12
FRANKIE-LEIGH,81
FRANKIE-LOU,3
FRANKIE-LOUISE,10
FRANKIE-MAE,46
FRANKIE-MAI,12
FRANKIE-MARIE,13
FRANKIE-MAY,24
FRANKIE-RAE,27
FRANKIE-ROSE,37
FRANKII,6
FRANKY,4
FRANZISKA,19
FRAYA,362
FRAYAH,41
FRAYER,31
FRAZEY,3
FREA,7
FREDA,169
FREDDIE,32
FREDERICA,105
FREDERIKA,9
FREDERIQUE,3
FREDRIKA,3
FREEDA,17
FREEDOM,3
FREIA,46
FREIDA,79
FREIDY,46
FREIJA,19
FREIYA,13
FREJA,568
FRENCHIE,3
FRESHTA,17
FREYA,36,033
FREYA-ANN,6
FREYA-ANNE,4
FREYA-GRACE,28
FREYAH,120
FREYA-LEIGH,16
FREYA-LILLY,4
FREYA-LILY,3
FREYA-LOUISE,62
FREYA-MAE,74
FREYA-MAI,35
FREYA-MARIE,16
FREYA-MAY,39
FREYA-ROSE,145
FREYIA,3
FREYJA,930
FREYJA-ROSE,3
FRIDA,397
FRIEDA,176
FRIEDERIKE,3
FRIEDY,3
FRIMET,3
FRISHTA,6
FRIYA,3
FRUZSINA,9
FUCHSIA,16
FUNMILAYO,3
FUNMILOLA,3
FURAYAH,3
FYZA,3
GABBIE,14
GABBY,39
GABI,13
GABIA,28
GABIJA,398
GABRIEL,47
GABRIELA,2,318
GABRIELE,424
GABRIELLA,8,513
GABRIELLA-GRACE,3
GABRIELLA-ROSE,8
GABRIELLE,6,625
GABY,52
GAELLE,9
GAGAN,13
GAGANDEEP,40
GAGANPREET,6
GAIA,482
GAIL,39
GAJA,45
GALA,39
GALENA,3
GALIA,8
GALINA,3
GALLA,3
GAMAR,3
GAMZE,60
GANEVE,5
GANGA,3
GARANCE,10
GARGI,11
GARIMA,5
GAURI,77
GAURIKA,4
GAVRIELLA,3
GAYA,4
GAYATHIRI,3
GAYATHRI,25
GAYATRI,20
GAYLE,9
GAYNOR,31
GAZEL,3
GBEMISOLA,10
GEENA,96
GEET,19
GEETA,3
GEETIKA,4
GELILA,24
GEM,7
GEMIMA,34
GEMINI,27
GEMMA,8,242
GEMMA-LOUISE,18
GENA,7
GENESIS,134
GENEVA,88
GENEVE,3
GENEVIEVE,1,823
GENEZA,3
GENIE,16
GENNA,91
GENTA,4
GENTIANA,6
GEORGA,136
GEORGE,26
GEORGEA,18
GEORGEANA,3
GEORGEE,3
GEORGEINA,3
GEORGENA,8
GEORGETTE,116
GEORGI,110
GEORGIA,45,147
GEORGIA-GRACE,23
GEORGIA-LEE,21
GEORGIA-LEIGH,104
GEORGIA-LOUISE,43
GEORGIA-MAE,142
GEORGIA-MAI,33
GEORGIA-MAY,120
GEORGIANA,674
GEORGIANNA,52
GEORGIA-RAE,19
GEORGIA-ROSE,106
GEORGIE,3,427
GEORGIE-ANN,4
GEORGIE-LEE,3
GEORGIE-LEIGH,13
GEORGIE-MAE,43
GEORGIE-MAI,6
GEORGIE-MAY,24
GEORGIE-RAE,9
GEORGIE-ROSE,14
GEORGINA,14,472
GEORGINA-ROSE,3
GEORGY,9
GEORJA,6
GEOVANNA,6
GERALDINE,204
GERDA,58
GERGANA,24
GERI,66
GERMAINE,24
GERRI,3
GERTA,3
GERTIE,4
GERTRUDE,18
GESSICA,7
GHADA,3
GHADEER,3
GHALA,4
GHALIA,3
GHANIA,14
GHAZAL,23
GHAZALA,17
GHENA,3
GHINA,5
GHISLAINE,12
GHITA,4
GHULAM,7
GIA,471
GIADA,58
GIANA,24
GIANNA,318
GIAVANNA,10
GIFT,63
GIFTY,23
GIGI,78
GILA,46
GILDA,9
GILLIAN,237
GINA,655
GINEVRA,57
GINIKA,3
GINNIE,3
GINNY,115
GINTARE,9
GIOIA,27
GIORGI,4
GIORGIA,470
GIORGIANA,6
GIORGINA,15
GIOVANNA,330
GIPSY,3
GISELA,20
GISELE,136
GISELLA,3
GISELLE,527
GITA,13
GITEL,3
GITTEL,102
GITTY,163
GIULIA,576
GIULIANA,65
GIULIETTA,24
GIUSEPPINA,12
GIVERNY,6
GIYA,10
GIZELLE,6
GIZEM,141
GLADYS,72
GLAIN,13
GLENA,3
GLENDA,19
GLESNI,78
GLORIA,822
GLORIANA,3
GLORIJA,3
GLORIOUS,4
GLORY,162
GODA,202
GODIVA,6
GOKCE,4
GOLDA,49
GOLDEN,3
GOLDIE,66
GOLDY,29
GONUL,3
GOODNESS,12
GOPIKA,3
GORGIA,4
GOURI,6
GOWRI,9
GOZDE,27
GRACE,65,969
GRACEE,6
GRACE-ELIZABETH,13
GRACE-KELLY,3
GRACE-LEIGH,6
GRACE-LILY,8
GRACE-LOUISE,24
GRACELYN,39
GRACE-MARIE,19
GRACE-MAY,6
GRACE-OLIVIA,10
GRACE-ROSE,3
GRACEY,261
GRACEY-MAI,3
GRACEY-MAY,13
GRACI,26
GRACIA,62
GRACIANA,3
GRACIE,13,952
GRACIE-,6
GRACIE-ANN,29
GRACIE-ANNE,24
GRACIE-BELLE,3
GRACIE-ELLA,4
GRACIE-JANE,42
